acceptor_accuracy_scratch_80,acceptor_accuracy_finetune_80,acceptor_precision_scratch_80,acceptor_precision_finetune_80,acceptor_recall_scratch_80,acceptor_recall_finetune_80,acceptor_f1_scratch_80,acceptor_f1_finetune_80,acceptor_auprc_scratch_80,acceptor_auprc_finetune_80,donor_accuracy_scratch_80,donor_accuracy_finetune_80,donor_precision_scratch_80,donor_precision_finetune_80,donor_recall_scratch_80,donor_recall_finetune_80,donor_f1_scratch_80,donor_f1_finetune_80,donor_auprc_scratch_80,donor_auprc_finetune_80,accuracy_scratch_80,accuracy_finetune_80,acceptor_accuracy_scratch_400,acceptor_accuracy_finetune_400,acceptor_precision_scratch_400,acceptor_precision_finetune_400,acceptor_recall_scratch_400,acceptor_recall_finetune_400,acceptor_f1_scratch_400,acceptor_f1_finetune_400,acceptor_auprc_scratch_400,acceptor_auprc_finetune_400,donor_accuracy_scratch_400,donor_accuracy_finetune_400,donor_precision_scratch_400,donor_precision_finetune_400,donor_recall_scratch_400,donor_recall_finetune_400,donor_f1_scratch_400,donor_f1_finetune_400,donor_auprc_scratch_400,donor_auprc_finetune_400,accuracy_scratch_400,accuracy_finetune_400,acceptor_accuracy_scratch_2000,acceptor_accuracy_finetune_2000,acceptor_precision_scratch_2000,acceptor_precision_finetune_2000,acceptor_recall_scratch_2000,acceptor_recall_finetune_2000,acceptor_f1_scratch_2000,acceptor_f1_finetune_2000,acceptor_auprc_scratch_2000,acceptor_auprc_finetune_2000,donor_accuracy_scratch_2000,donor_accuracy_finetune_2000,donor_precision_scratch_2000,donor_precision_finetune_2000,donor_recall_scratch_2000,donor_recall_finetune_2000,donor_f1_scratch_2000,donor_f1_finetune_2000,donor_auprc_scratch_2000,donor_auprc_finetune_2000,accuracy_scratch_2000,accuracy_finetune_2000,acceptor_accuracy_scratch_10000,acceptor_accuracy_finetune_10000,acceptor_precision_scratch_10000,acceptor_precision_finetune_10000,acceptor_recall_scratch_10000,acceptor_recall_finetune_10000,acceptor_f1_scratch_10000,acceptor_f1_finetune_10000,acceptor_auprc_scratch_10000,acceptor_auprc_finetune_10000,donor_accuracy_scratch_10000,donor_accuracy_finetune_10000,donor_precision_scratch_10000,donor_precision_finetune_10000,donor_recall_scratch_10000,donor_recall_finetune_10000,donor_f1_scratch_10000,donor_f1_finetune_10000,donor_auprc_scratch_10000,donor_auprc_finetune_10000,accuracy_scratch_10000,accuracy_finetune_10000
0.1565217391304348,0.33291925465838507,0.7924528301886793,0.7403314917127072,0.1565217391304348,0.33291925465838507,0.26141078838174275,0.4592973436161097,0.4542413064954932,0.5562174499870531,0.1725,0.325,0.7419354838709677,0.6860158311345647,0.1725,0.325,0.2799188640973631,0.4410517387616624,0.4386698919297553,0.5331000434411388,0.44300184464285497,0.5526255469931314,0.6670807453416149,0.8360248447204969,0.8443396226415094,0.9094594594594595,0.6670807453416149,0.8360248447204969,0.7453157529493407,0.8711974110032362,0.8128321279061126,0.9296596713327865,0.66375,0.8,0.7785923753665689,0.8683853459972863,0.66375,0.8,0.7165991902834008,0.8327911515940143,0.7792674034131305,0.907589018784266,0.7769269097621536,0.8786640113961054,0.8073394495412844,0.90956749672346,0.875,0.916776750330251,0.8073394495412844,0.90956749672346,0.8398091342876619,0.9131578947368421,0.8999830133705513,0.9610810991300142,0.8452685421994884,0.9053708439897699,0.7850356294536817,0.8973384030418251,0.8452685421994884,0.9053708439897699,0.8140394088669951,0.9013367281985997,0.8829673390934004,0.9572091103106568,0.8841847250371448,0.9383031772704266,0.6793893129770993,0.9173027989821882,0.8127853881278538,0.9231754161331626,0.6793893129770993,0.9173027989821882,0.7401247401247402,0.9202297383535418,0.761893399355676,0.9596142176715915,0.6957605985037406,0.92643391521197,0.782608695652174,0.904993909866017,0.6957605985037406,0.92643391521197,0.7366336633663366,0.9155884165126309,0.7422992836395833,0.9536479804691073,0.79169809793889,0.9479030351418712
0.2894409937888199,0.3490683229813665,0.7082066869300911,0.7356020942408377,0.2894409937888199,0.3490683229813665,0.4109347442680776,0.4734625105307498,0.4999077624161655,0.5590020967640212,0.39125,0.355,0.5894538606403014,0.6729857819905213,0.39125,0.355,0.47032306536438767,0.46481178396072015,0.48484111341321967,0.5349641339413691,0.5602093912078489,0.5680068358775465,0.5453416149068323,0.84472049689441,0.9648351648351648,0.9066666666666666,0.5453416149068323,0.84472049689441,0.6968253968253968,0.8745980707395499,0.8738834046020468,0.9315470143893048,0.56875,0.80125,0.8939096267190569,0.8732970027247956,0.56875,0.80125,0.6951871657754011,0.8357235984354628,0.8301833021921494,0.9107723945901184,0.7046925368037965,0.8819792954754831,0.7955439056356488,0.9161205766710354,0.9169184290030211,0.9137254901960784,0.7955439056356488,0.9161205766710354,0.8519298245614035,0.9149214659685864,0.924391743251675,0.9626960287775032,0.809462915601023,0.907928388746803,0.8840782122905028,0.9021601016518425,0.809462915601023,0.907928388746803,0.8451268357810414,0.9050350541746335,0.9187470876855713,0.9573264811012274,0.8683264042352118,0.9413401188592356,0.7938931297709924,0.9312977099236641,0.8776371308016878,0.918444165621079,0.7938931297709924,0.9312977099236641,0.8336673346693386,0.9248262792166771,0.892783886884848,0.9608247699162329,0.8067331670822943,0.9314214463840399,0.8263090676883781,0.9043583535108959,0.8067331670822943,0.9314214463840399,0.816403785488959,0.9176904176904177,0.8745761914561099,0.9521237620327379,0.8668605608946088,0.954230115719306
0.23850931677018633,0.35403726708074534,0.7868852459016393,0.7251908396946565,0.23850931677018633,0.35403726708074534,0.36606291706387034,0.4757929883138564,0.5096766018512724,0.5599660516560387,0.29125,0.3375,0.6934523809523809,0.6870229007633588,0.29125,0.3375,0.4102112676056338,0.4526404023470243,0.506676815823969,0.5361324668320444,0.5099094356053303,0.5638303507485944,0.8198757763975155,0.8409937888198757,0.8505154639175257,0.9148648648648648,0.8198757763975155,0.8409937888198757,0.8349146110056926,0.8763754045307444,0.8978265552414848,0.9320866752475748,0.8075,0.81,0.8064918851435705,0.8697986577181208,0.8075,0.81,0.8069956277326671,0.8388349514563107,0.8738296312100075,0.9115793807478993,0.8757738529979097,0.8836539261815258,0.8099606815203145,0.9148099606815203,0.9420731707317073,0.9172141918528253,0.8099606815203145,0.9148099606815203,0.8710359408033826,0.916010498687664,0.9403831743049316,0.9628020211191349,0.8107416879795396,0.90153452685422,0.9228529839883551,0.9073359073359073,0.8107416879795396,0.90153452685422,0.8631722260040844,0.9044259140474663,0.939568320560265,0.9577013702180421,0.8735613879581052,0.9387724930633872,0.811704834605598,0.9389312977099237,0.8861111111111111,0.9088669950738916,0.811704834605598,0.9389312977099237,0.8472775564409031,0.9236545682102628,0.9090466151785668,0.96079830346131,0.8216957605985037,0.9389027431421446,0.862565445026178,0.9007177033492823,0.8216957605985037,0.9389027431421446,0.8416347381864623,0.9194139194139194,0.9087443615059851,0.9549902976170247,0.8777877277740292,0.9592675436254199
0.2956521739130435,0.3639751552795031,0.723404255319149,0.7325,0.2956521739130435,0.3639751552795031,0.41975308641975306,0.4863070539419087,0.5216832146839019,0.5622967380249789,0.3775,0.355,0.6371308016877637,0.6713947990543735,0.3775,0.355,0.4740973312401884,0.46443172526574,0.5163791107680343,0.5373607794834483,0.5576998523410073,0.5729753131604106,0.7838509316770186,0.8521739130434782,0.884992987377279,0.9014454664914586,0.7838509316770186,0.8521739130434782,0.8313570487483531,0.876117496807152,0.9049911836643285,0.932567175283273,0.72625,0.82,0.8803030303030303,0.8608923884514436,0.72625,0.82,0.7958904109589041,0.8399487836107554,0.877762534775398,0.9126871885327089,0.8366895737791665,0.8907125671398489,0.8938401048492791,0.927916120576671,0.9081225033288948,0.9065300896286812,0.8938401048492791,0.927916120576671,0.9009247027741083,0.917098445595855,0.950248465130408,0.9628615404409306,0.881074168797954,0.9117647058823529,0.8833333333333333,0.9025316455696203,0.881074168797954,0.9117647058823529,0.882202304737516,0.9071246819338422,0.9496082600618088,0.9573315641308157,0.9249607545853923,0.9465502723953861,0.8447837150127226,0.9147582697201018,0.9273743016759777,0.9398692810457516,0.8447837150127226,0.9147582697201018,0.8841544607190412,0.927143778207608,0.9267158037568228,0.9608044485218139,0.8690773067331671,0.9201995012468828,0.8913043478260869,0.9201995012468828,0.8690773067331671,0.9201995012468828,0.8800505050505051,0.9201995012468828,0.9220729081867625,0.9547361012575973,0.9046112043469616,0.9449785879925217
0.24347826086956523,0.3701863354037267,0.8065843621399177,0.7321867321867321,0.24347826086956523,0.3701863354037267,0.37404580152671757,0.49174917491749176,0.5274436911753272,0.5628251786507247,0.23125,0.3625,0.7370517928286853,0.6651376146788991,0.23125,0.3625,0.3520456707897241,0.4692556634304207,0.5250441073333505,0.5373231344500097,0.4915685512042119,0.57754510634249,0.7118012422360248,0.8372670807453416,0.9518272425249169,0.9182561307901907,0.7118012422360248,0.8372670807453416,0.814498933901919,0.875893437296946,0.9085665207168494,0.9328233453184523,0.58875,0.8025,0.925343811394892,0.8818681318681318,0.58875,0.8025,0.719633307868602,0.8403141361256544,0.8818448282519529,0.912998836515608,0.7668459459777478,0.8799126237897106,0.8899082568807339,0.9239842726081258,0.9126344086021505,0.9132124352331606,0.8899082568807339,0.9239842726081258,0.9011280690112807,0.9185667752442996,0.9544062088003561,0.9633625785861578,0.8913043478260869,0.9053708439897699,0.8935897435897436,0.9076923076923077,0.8913043478260869,0.9053708439897699,0.8924455825864277,0.9065300896286812,0.9507798134221099,0.9576350434246873,0.927060998519198,0.9431091026683468,0.9071246819338422,0.9300254452926209,0.8528708133971292,0.9347826086956522,0.9071246819338422,0.9300254452926209,0.8791615289765722,0.9323979591836735,0.9410275761833362,0.9616442425930627,0.899002493765586,0.9326683291770573,0.8532544378698225,0.918918918918919,0.899002493765586,0.9326683291770573,0.8755312689738919,0.9257425742574258,0.9347913614655214,0.952163632781365,0.9353592533350014,0.9542234556784924
0.37763975155279506,0.3763975155279503,0.6346555323590815,0.7112676056338029,0.37763975155279506,0.3763975155279503,0.4735202492211838,0.49228269699431354,0.5282058977545434,0.5636877583437114,0.3575,0.35625,0.7061728395061728,0.6721698113207547,0.3575,0.35625,0.4746887966804979,0.46568627450980393,0.5369218821007805,0.5380090869431364,0.5783603108906448,0.577531699567383,0.7627329192546584,0.8472049689440994,0.9150521609538003,0.9129852744310576,0.7627329192546584,0.8472049689440994,0.8319783197831978,0.8788659793814433,0.9069836653103169,0.932819293511666,0.78875,0.81625,0.8620218579234973,0.8706666666666667,0.78875,0.81625,0.8237597911227154,0.8425806451612903,0.8830227458141926,0.913995241945338,0.8504837697026004,0.8878075195134533,0.8794233289646134,0.9161205766710354,0.9191780821917809,0.9246031746031746,0.8794233289646134,0.9161205766710354,0.898861352980576,0.9203423304805793,0.9540555155460912,0.9616889949976749,0.8913043478260869,0.90153452685422,0.9195250659630607,0.9120310478654593,0.8913043478260869,0.90153452685422,0.9051948051948052,0.9067524115755627,0.9582210971533206,0.9570019350073232,0.9235678897908027,0.9392100319326225,0.8753180661577609,0.9300254452926209,0.9360544217687075,0.9312101910828026,0.8753180661577609,0.9300254452926209,0.9046679815910585,0.9306174411203055,0.9447222597414325,0.9611385609856354,0.8678304239401496,0.9364089775561097,0.928,0.9180929095354523,0.8678304239401496,0.9364089775561097,0.8969072164948454,0.9271604938271605,0.9467089384906736,0.9527758944228428,0.9143760945601175,0.9554700717201229
0.3279503105590062,0.3826086956521739,0.7135135135135136,0.7096774193548387,0.3279503105590062,0.3826086956521739,0.4493617021276596,0.4971751412429379,0.5361409538038955,0.5647022280136779,0.4025,0.3675,0.6427145708582834,0.6547884187082406,0.4025,0.3675,0.49500384319754037,0.4707766212970376,0.524094397856851,0.5383998493772874,0.5767977640853771,0.5833508258687271,0.715527950310559,0.8621118012422361,0.9473684210526315,0.9012987012987013,0.715527950310559,0.8621118012422361,0.8152866242038217,0.8812698412698413,0.909928282385325,0.9324952863459334,0.67625,0.83625,0.9232081911262798,0.8621134020618557,0.67625,0.83625,0.7806637806637806,0.8489847715736041,0.8897351691908622,0.9133214846090324,0.7972541817885239,0.8994417298299546,0.8689384010484927,0.9134993446920052,0.9221140472878998,0.9244031830238727,0.8689384010484927,0.9134993446920052,0.8947368421052632,0.918918918918919,0.9502734876451715,0.9611393577716602,0.8759590792838875,0.8951406649616368,0.9145527369826435,0.9174311926605505,0.8759590792838875,0.8951406649616368,0.8948399738732854,0.9061488673139159,0.9515563953600301,0.9559656891837258,0.914957824304696,0.93620533407845,0.9147582697201018,0.9363867684478372,0.8662650602409638,0.9108910891089109,0.9147582697201018,0.9363867684478372,0.8898514851485149,0.9234629861982434,0.9464656539239897,0.9621016361169471,0.9177057356608479,0.942643391521197,0.8628370457209847,0.9053892215568863,0.9177057356608479,0.942643391521197,0.8894259818731118,0.9236408063530849,0.946318359953581,0.9545700907151405,0.9441394636312629,0.9596666501248223
0.26956521739130435,0.368944099378882,0.7833935018050542,0.7425,0.26956521739130435,0.368944099378882,0.4011090573012939,0.49294605809128633,0.5378788938842366,0.5652939150056621,0.3875,0.355,0.6526315789473685,0.6794258373205742,0.3875,0.355,0.48627450980392156,0.4663382594417077,0.5339895612347315,0.5384653299069603,0.552340067647222,0.5746322280528654,0.853416149068323,0.8546583850931677,0.8685208596713021,0.9028871391076115,0.853416149068323,0.8546583850931677,0.8609022556390977,0.8781110402042118,0.9163275181920207,0.9328270539106149,0.84625,0.83625,0.7844727694090382,0.866580310880829,0.84625,0.83625,0.8141912206855081,0.851145038167939,0.8896355053985165,0.9141429869231494,0.8998693768147815,0.8969576579087063,0.8794233289646134,0.9292267365661862,0.9280774550484094,0.913659793814433,0.8794233289646134,0.9292267365661862,0.9030955585464334,0.9213775178687459,0.9486915456850653,0.9620287040270719,0.8759590792838875,0.9143222506393862,0.9170013386880856,0.9005037783375315,0.8759590792838875,0.9143222506393862,0.8960104643557881,0.9073604060913706,0.9503667097942494,0.9556866864752133,0.9184532004003744,0.9478399260599945,0.9033078880407125,0.9312977099236641,0.9184993531694696,0.9312977099236641,0.9033078880407125,0.9312977099236641,0.9108402822322001,0.9312977099236641,0.9519572465123338,0.961229637833085,0.8865336658354115,0.9339152119700748,0.92578125,0.9235511713933415,0.8865336658354115,0.9339152119700748,0.9057324840764331,0.9287042777433354,0.9482049133894414,0.9547968532957527,0.9299391820837674,0.9550632381743593
0.368944099378882,0.3739130434782609,0.675,0.7413793103448276,0.368944099378882,0.3739130434782609,0.4771084337349398,0.49710982658959535,0.5377725107087923,0.5651075313126939,0.45125,0.36375,0.6170940170940171,0.6705069124423964,0.45125,0.36375,0.5212996389891696,0.47163695299837927,0.5301728065307174,0.539354245871334,0.6067068919366387,0.5792044758505162,0.7950310559006211,0.867080745341615,0.927536231884058,0.8948717948717949,0.7950310559006211,0.867080745341615,0.8561872909698997,0.8807570977917981,0.9196754392448259,0.932272071843117,0.76,0.845,0.8773448773448773,0.8567807351077313,0.76,0.845,0.8144675150703282,0.8508495909376966,0.8868083288302535,0.9134280992099114,0.8516680157436127,0.9040139109395318,0.8964613368283093,0.9187418086500655,0.9071618037135278,0.9187418086500655,0.8964613368283093,0.9187418086500655,0.9017798286090969,0.9187418086500655,0.9509631242835563,0.9612058205851448,0.9028132992327366,0.9104859335038363,0.8836045056320401,0.9104859335038363,0.9028132992327366,0.9104859335038363,0.8931056293485136,0.9104859335038363,0.951082196369683,0.955740565241677,0.9330806753281774,0.9430671113312602,0.8969465648854962,0.9389312977099237,0.9288537549407114,0.9122373300370828,0.8969465648854962,0.9389312977099237,0.912621359223301,0.9253918495297806,0.9501393208317812,0.9621098333704787,0.9014962593516209,0.9463840399002493,0.8970223325062034,0.905727923627685,0.9014962593516209,0.9463840399002493,0.8992537313432836,0.925609756097561,0.9373285095645626,0.9510367471940361,0.932805138510704,0.961761776026382
0.4012422360248447,0.3627329192546584,0.6408730158730159,0.7506426735218509,0.4012422360248447,0.3627329192546584,0.4935064935064935,0.48911222780569513,0.5353444859643768,0.5672856136348461,0.44125,0.355,0.6139130434782609,0.6761904761904762,0.44125,0.355,0.5134545454545455,0.46557377049180326,0.52937704759956,0.5395283619154299,0.6141372033813123,0.5725621014304184,0.8062111801242235,0.8372670807453416,0.9140845070422535,0.9145183175033921,0.8062111801242235,0.8372670807453416,0.8567656765676568,0.874189364461738,0.9199928134371557,0.9310862177393932,0.75125,0.80625,0.8903703703703704,0.885989010989011,0.75125,0.80625,0.8149152542372882,0.8442408376963351,0.8934369525911983,0.9126358221192107,0.8524780571514802,0.8811626237897107,0.8925294888597641,0.9200524246395806,0.9116465863453815,0.9212598425196851,0.8925294888597641,0.9200524246395806,0.9019867549668874,0.920655737704918,0.9471603604470662,0.9602727015693662,0.8836317135549873,0.9028132992327366,0.9032679738562092,0.9156939040207522,0.8836317135549873,0.9028132992327366,0.8933419521654816,0.9092079845460399,0.9469615185095045,0.9550063314634413,0.925377731253359,0.9409469053816432,0.8867684478371501,0.9414758269720102,0.9305740987983978,0.9057527539779682,0.8867684478371501,0.9414758269720102,0.9081433224755701,0.9232688708671242,0.945896911466747,0.9610261809507591,0.8827930174563591,0.9451371571072319,0.9123711340206185,0.9034564958283671,0.8827930174563591,0.9451371571072319,0.8973384030418251,0.9238269347958562,0.9362084193347119,0.9502085040824061,0.9231791525562292,0.9621937913466313
